"","Neu","Oligo","Astro","OPC","Micro"
"129",1,0,0,0,0
"130",1,0,0,0,0
"131",1,0,0,0,0
"132",1,0,0,0,0
"133",1,0,0,0,0
"134",1,0,0,0,0
"135",1,0,0,0,0
"136",1,0,0,0,0
"137",1,0,0,0,0
"138",1,0,0,0,0
"139",1,0,0,0,0
"140",1,0,0,0,0
"141",1,0,0,0,0
"142",1,0,0,0,0
"143",1,0,0,0,0
"144",1,0,0,0,0
"145",1,0,0,0,0
"146",1,0,0,0,0
"147",1,0,0,0,0
"148",1,0,0,0,0
"149",1,0,0,0,0
"150",1,0,0,0,0
"151",1,0,0,0,0
"152",1,0,0,0,0
"153",1,0,0,0,0
"154",1,0,0,0,0
"155",1,0,0,0,0
"156",1,0,0,0,0
"157",1,0,0,0,0
"158",1,0,0,0,0
"159",1,0,0,0,0
"160",1,0,0,0,0
"161",1,0,0,0,0
"162",1,0,0,0,0
"163",1,0,0,0,0
"164",1,0,0,0,0
"165",1,0,0,0,0
"166",1,0,0,0,0
"167",1,0,0,0,0
"168",1,0,0,0,0
"169",1,0,0,0,0
"170",1,0,0,0,0
"171",1,0,0,0,0
"172",1,0,0,0,0
"173",1,0,0,0,0
"174",1,0,0,0,0
"175",1,0,0,0,0
"176",1,0,0,0,0
"177",1,0,0,0,0
"178",1,0,0,0,0
"179",1,0,0,0,0
"180",1,0,0,0,0
"181",1,0,0,0,0
"182",1,0,0,0,0
"183",1,0,0,0,0
"184",1,0,0,0,0
"185",1,0,0,0,0
"186",1,0,0,0,0
"187",1,0,0,0,0
"188",1,0,0,0,0
"189",1,0,0,0,0
"190",1,0,0,0,0
"191",1,0,0,0,0
"192",1,0,0,0,0
"193",1,0,0,0,0
"194",1,0,0,0,0
"195",1,0,0,0,0
"196",1,0,0,0,0
"197",1,0,0,0,0
"198",1,0,0,0,0
"199",1,0,0,0,0
"200",1,0,0,0,0
"201",1,0,0,0,0
"202",1,0,0,0,0
"203",1,0,0,0,0
"204",1,0,0,0,0
"205",1,0,0,0,0
"206",1,0,0,0,0
"207",1,0,0,0,0
"208",1,0,0,0,0
"209",1,0,0,0,0
"210",1,0,0,0,0
"211",1,0,0,0,0
"212",1,0,0,0,0
"213",1,0,0,0,0
"214",1,0,0,0,0
"215",1,0,0,0,0
"216",1,0,0,0,0
"217",1,0,0,0,0
"218",1,0,0,0,0
"219",1,0,0,0,0
"220",1,0,0,0,0
"221",1,0,0,0,0
"222",1,0,0,0,0
"223",1,0,0,0,0
"224",1,0,0,0,0
"225",1,0,0,0,0
"226",1,0,0,0,0
"227",1,0,0,0,0
"228",1,0,0,0,0
"229",1,0,0,0,0
"230",1,0,0,0,0
"231",1,0,0,0,0
"232",1,0,0,0,0
"233",1,0,0,0,0
"234",1,0,0,0,0
"235",1,0,0,0,0
"236",1,0,0,0,0
"237",1,0,0,0,0
"238",1,0,0,0,0
"239",1,0,0,0,0
"240",1,0,0,0,0
"241",1,0,0,0,0
"242",1,0,0,0,0
"243",1,0,0,0,0
"244",1,0,0,0,0
"245",1,0,0,0,0
"246",1,0,0,0,0
"247",1,0,0,0,0
"248",1,0,0,0,0
"249",1,0,0,0,0
"250",1,0,0,0,0
"251",1,0,0,0,0
"252",1,0,0,0,0
"253",1,0,0,0,0
"254",1,0,0,0,0
"255",1,0,0,0,0
"256",1,0,0,0,0
"257",1,0,0,0,0
"258",1,0,0,0,0
"259",1,0,0,0,0
"260",1,0,0,0,0
"261",1,0,0,0,0
"262",1,0,0,0,0
"263",1,0,0,0,0
"264",1,0,0,0,0
"265",1,0,0,0,0
"266",1,0,0,0,0
"267",1,0,0,0,0
"268",1,0,0,0,0
"269",1,0,0,0,0
"270",1,0,0,0,0
"271",1,0,0,0,0
"272",1,0,0,0,0
"273",1,0,0,0,0
"274",1,0,0,0,0
"275",1,0,0,0,0
"276",1,0,0,0,0
"277",1,0,0,0,0
"278",1,0,0,0,0
"279",1,0,0,0,0
"280",1,0,0,0,0
"281",1,0,0,0,0
"282",1,0,0,0,0
"283",1,0,0,0,0
"284",1,0,0,0,0
"285",1,0,0,0,0
"286",1,0,0,0,0
"287",1,0,0,0,0
"288",1,0,0,0,0
"289",1,0,0,0,0
"290",1,0,0,0,0
"291",1,0,0,0,0
"292",1,0,0,0,0
"293",1,0,0,0,0
"294",1,0,0,0,0
"295",1,0,0,0,0
"296",1,0,0,0,0
"297",1,0,0,0,0
"298",1,0,0,0,0
"299",1,0,0,0,0
"300",1,0,0,0,0
"301",1,0,0,0,0
"302",1,0,0,0,0
"303",1,0,0,0,0
"304",1,0,0,0,0
"305",1,0,0,0,0
"306",1,0,0,0,0
"307",1,0,0,0,0
"308",1,0,0,0,0
"309",1,0,0,0,0
"310",1,0,0,0,0
"311",1,0,0,0,0
"312",1,0,0,0,0
"313",1,0,0,0,0
"314",1,0,0,0,0
"315",1,0,0,0,0
"316",1,0,0,0,0
"317",1,0,0,0,0
"318",1,0,0,0,0
"319",1,0,0,0,0
"320",1,0,0,0,0
"321",1,0,0,0,0
"322",1,0,0,0,0
"323",1,0,0,0,0
"324",1,0,0,0,0
"325",1,0,0,0,0
"326",1,0,0,0,0
"327",1,0,0,0,0
"328",1,0,0,0,0
"329",1,0,0,0,0
"330",1,0,0,0,0
"331",1,0,0,0,0
"332",1,0,0,0,0
"333",1,0,0,0,0
"334",1,0,0,0,0
"335",1,0,0,0,0
"336",1,0,0,0,0
"337",1,0,0,0,0
"338",1,0,0,0,0
"339",1,0,0,0,0
"340",1,0,0,0,0
"341",1,0,0,0,0
"342",1,0,0,0,0
"343",1,0,0,0,0
"344",1,0,0,0,0
"345",1,0,0,0,0
"346",1,0,0,0,0
"347",1,0,0,0,0
"348",1,0,0,0,0
"349",1,0,0,0,0
"350",1,0,0,0,0
"351",1,0,0,0,0
"352",1,0,0,0,0
"353",1,0,0,0,0
"354",1,0,0,0,0
"355",1,0,0,0,0
"356",1,0,0,0,0
"357",1,0,0,0,0
"358",1,0,0,0,0
"359",1,0,0,0,0
"360",1,0,0,0,0
"361",1,0,0,0,0
"362",1,0,0,0,0
"363",1,0,0,0,0
"364",1,0,0,0,0
"365",1,0,0,0,0
"366",1,0,0,0,0
"367",1,0,0,0,0
"368",1,0,0,0,0
"369",1,0,0,0,0
"370",1,0,0,0,0
"371",1,0,0,0,0
"372",1,0,0,0,0
"373",1,0,0,0,0
"374",1,0,0,0,0
"375",1,0,0,0,0
"376",1,0,0,0,0
"377",1,0,0,0,0
"378",1,0,0,0,0
"379",1,0,0,0,0
"380",1,0,0,0,0
"381",1,0,0,0,0
"382",1,0,0,0,0
"383",1,0,0,0,0
"384",1,0,0,0,0
"385",1,0,0,0,0
"386",1,0,0,0,0
"387",1,0,0,0,0
"388",1,0,0,0,0
"389",1,0,0,0,0
"390",1,0,0,0,0
"391",1,0,0,0,0
"392",1,0,0,0,0
"393",1,0,0,0,0
"394",1,0,0,0,0
"395",1,0,0,0,0
"396",1,0,0,0,0
"397",1,0,0,0,0
"398",1,0,0,0,0
"399",1,0,0,0,0
"400",1,0,0,0,0
"401",1,0,0,0,0
"402",1,0,0,0,0
"403",1,0,0,0,0
"404",1,0,0,0,0
"405",1,0,0,0,0
"406",1,0,0,0,0
"407",1,0,0,0,0
"408",1,0,0,0,0
"409",1,0,0,0,0
"410",1,0,0,0,0
"411",1,0,0,0,0
"412",1,0,0,0,0
"413",1,0,0,0,0
"414",1,0,0,0,0
"415",1,0,0,0,0
"416",1,0,0,0,0
"417",1,0,0,0,0
"418",1,0,0,0,0
"419",1,0,0,0,0
"420",1,0,0,0,0
"421",1,0,0,0,0
"422",1,0,0,0,0
"423",1,0,0,0,0
"424",1,0,0,0,0
"425",1,0,0,0,0
"426",1,0,0,0,0
"427",1,0,0,0,0
"428",1,0,0,0,0
"429",1,0,0,0,0
"430",1,0,0,0,0
"431",1,0,0,0,0
"432",1,0,0,0,0
"433",1,0,0,0,0
"434",1,0,0,0,0
"435",1,0,0,0,0
"436",1,0,0,0,0
"437",1,0,0,0,0
"438",1,0,0,0,0
"439",1,0,0,0,0
"440",1,0,0,0,0
"441",1,0,0,0,0
"442",1,0,0,0,0
"443",1,0,0,0,0
"444",1,0,0,0,0
"445",1,0,0,0,0
"446",1,0,0,0,0
"447",1,0,0,0,0
"448",1,0,0,0,0
"449",1,0,0,0,0
"450",1,0,0,0,0
"451",1,0,0,0,0
"452",1,0,0,0,0
"453",1,0,0,0,0
"454",1,0,0,0,0
"455",1,0,0,0,0
"456",1,0,0,0,0
"457",1,0,0,0,0
"458",1,0,0,0,0
"459",1,0,0,0,0
"460",1,0,0,0,0
"461",1,0,0,0,0
"462",1,0,0,0,0
"463",1,0,0,0,0
"464",1,0,0,0,0
"465",1,0,0,0,0
"466",1,0,0,0,0
"467",1,0,0,0,0
"468",1,0,0,0,0
"469",1,0,0,0,0
"470",1,0,0,0,0
"471",1,0,0,0,0
"472",1,0,0,0,0
"473",1,0,0,0,0
"474",1,0,0,0,0
"475",1,0,0,0,0
"476",1,0,0,0,0
"477",1,0,0,0,0
"478",1,0,0,0,0
"479",1,0,0,0,0
"480",1,0,0,0,0
"481",1,0,0,0,0
"482",1,0,0,0,0
"483",1,0,0,0,0
"484",1,0,0,0,0
"485",1,0,0,0,0
"486",1,0,0,0,0
"487",1,0,0,0,0
"488",1,0,0,0,0
"489",1,0,0,0,0
"490",1,0,0,0,0
"491",1,0,0,0,0
"492",1,0,0,0,0
"493",1,0,0,0,0
"494",1,0,0,0,0
"495",1,0,0,0,0
"496",1,0,0,0,0
"497",1,0,0,0,0
"498",1,0,0,0,0
"499",1,0,0,0,0
"500",1,0,0,0,0
"501",0,1,0,0,0
"502",0,1,0,0,0
"503",0,1,0,0,0
"504",0,1,0,0,0
"505",0,1,0,0,0
"506",0,1,0,0,0
"507",0,1,0,0,0
"508",0,1,0,0,0
"509",0,1,0,0,0
"510",0,1,0,0,0
"511",0,1,0,0,0
"512",0,1,0,0,0
"513",0,1,0,0,0
"514",0,1,0,0,0
"515",0,1,0,0,0
"516",0,1,0,0,0
"517",0,1,0,0,0
"518",0,1,0,0,0
"519",0,1,0,0,0
"520",0,1,0,0,0
"521",0,1,0,0,0
"522",0,1,0,0,0
"523",0,1,0,0,0
"524",0,1,0,0,0
"525",0,1,0,0,0
"526",0,1,0,0,0
"527",0,1,0,0,0
"528",0,1,0,0,0
"529",0,1,0,0,0
"530",0,1,0,0,0
"531",0,1,0,0,0
"532",0,1,0,0,0
"533",0,1,0,0,0
"534",0,1,0,0,0
"535",0,1,0,0,0
"536",0,1,0,0,0
"537",0,1,0,0,0
"538",0,1,0,0,0
"539",0,1,0,0,0
"540",0,1,0,0,0
"541",0,1,0,0,0
"542",0,1,0,0,0
"543",0,1,0,0,0
"544",0,1,0,0,0
"545",0,1,0,0,0
"546",0,1,0,0,0
"547",0,1,0,0,0
"548",0,1,0,0,0
"549",0,1,0,0,0
"550",0,1,0,0,0
"551",0,1,0,0,0
"552",0,1,0,0,0
"553",0,1,0,0,0
"554",0,1,0,0,0
"555",0,1,0,0,0
"556",0,1,0,0,0
"557",0,1,0,0,0
"558",0,1,0,0,0
"559",0,1,0,0,0
"560",0,1,0,0,0
"561",0,1,0,0,0
"562",0,1,0,0,0
"563",0,1,0,0,0
"564",0,1,0,0,0
"565",0,1,0,0,0
"566",0,1,0,0,0
"567",0,1,0,0,0
"568",0,1,0,0,0
"569",0,1,0,0,0
"570",0,1,0,0,0
"571",0,1,0,0,0
"572",0,1,0,0,0
"573",0,1,0,0,0
"574",0,1,0,0,0
"575",0,1,0,0,0
"576",0,1,0,0,0
"577",0,1,0,0,0
"578",0,1,0,0,0
"579",0,1,0,0,0
"580",0,1,0,0,0
"581",0,1,0,0,0
"582",0,1,0,0,0
"583",0,1,0,0,0
"584",0,1,0,0,0
"585",0,1,0,0,0
"586",0,1,0,0,0
"587",0,1,0,0,0
"588",0,1,0,0,0
"589",0,1,0,0,0
"590",0,1,0,0,0
"591",0,1,0,0,0
"592",0,1,0,0,0
"593",0,1,0,0,0
"594",0,1,0,0,0
"595",0,1,0,0,0
"596",0,1,0,0,0
"597",0,1,0,0,0
"598",0,1,0,0,0
"599",0,1,0,0,0
"600",0,1,0,0,0
"601",0,1,0,0,0
"602",0,1,0,0,0
"603",0,1,0,0,0
"604",0,1,0,0,0
"605",0,1,0,0,0
"606",0,1,0,0,0
"607",0,1,0,0,0
"608",0,1,0,0,0
"609",0,1,0,0,0
"610",0,1,0,0,0
"611",0,1,0,0,0
"612",0,1,0,0,0
"613",0,1,0,0,0
"614",0,1,0,0,0
"615",0,1,0,0,0
"616",0,1,0,0,0
"617",0,1,0,0,0
"618",0,1,0,0,0
"619",0,1,0,0,0
"620",0,1,0,0,0
"621",0,1,0,0,0
"622",0,1,0,0,0
"623",0,1,0,0,0
"624",0,1,0,0,0
"625",0,1,0,0,0
"626",0,1,0,0,0
"627",0,1,0,0,0
"628",0,1,0,0,0
"629",0,1,0,0,0
"630",0,1,0,0,0
"631",0,1,0,0,0
"632",0,1,0,0,0
"633",0,1,0,0,0
"634",0,1,0,0,0
"635",0,1,0,0,0
"636",0,1,0,0,0
"637",0,1,0,0,0
"638",0,1,0,0,0
"639",0,1,0,0,0
"640",0,1,0,0,0
"641",0,1,0,0,0
"642",0,1,0,0,0
"643",0,1,0,0,0
"644",0,1,0,0,0
"645",0,1,0,0,0
"646",0,1,0,0,0
"647",0,1,0,0,0
"648",0,1,0,0,0
"649",0,1,0,0,0
"650",0,1,0,0,0
"651",0,1,0,0,0
"652",0,1,0,0,0
"653",0,1,0,0,0
"654",0,1,0,0,0
"655",0,1,0,0,0
"656",0,1,0,0,0
"657",0,1,0,0,0
"658",0,1,0,0,0
"659",0,1,0,0,0
"660",0,1,0,0,0
"661",0,1,0,0,0
"662",0,1,0,0,0
"663",0,1,0,0,0
"664",0,1,0,0,0
"665",0,1,0,0,0
"666",0,1,0,0,0
"667",0,1,0,0,0
"668",0,1,0,0,0
"669",0,1,0,0,0
"670",0,1,0,0,0
"671",0,1,0,0,0
"672",0,1,0,0,0
"673",0,1,0,0,0
"674",0,1,0,0,0
"675",0,1,0,0,0
"676",0,1,0,0,0
"677",0,1,0,0,0
"678",0,1,0,0,0
"679",0,1,0,0,0
"680",0,1,0,0,0
"681",0,1,0,0,0
"682",0,1,0,0,0
"683",0,1,0,0,0
"684",0,1,0,0,0
"685",0,1,0,0,0
"686",0,1,0,0,0
"687",0,1,0,0,0
"688",0,1,0,0,0
"689",0,1,0,0,0
"690",0,1,0,0,0
"691",0,1,0,0,0
"692",0,1,0,0,0
"693",0,1,0,0,0
"694",0,1,0,0,0
"695",0,1,0,0,0
"696",0,1,0,0,0
"697",0,1,0,0,0
"698",0,1,0,0,0
"699",0,1,0,0,0
"700",0,1,0,0,0
"701",0,1,0,0,0
"702",0,1,0,0,0
"703",0,1,0,0,0
"704",0,1,0,0,0
"705",0,1,0,0,0
"706",0,1,0,0,0
"707",0,1,0,0,0
"708",0,1,0,0,0
"709",0,1,0,0,0
"710",0,1,0,0,0
"711",0,1,0,0,0
"712",0,1,0,0,0
"713",0,1,0,0,0
"714",0,1,0,0,0
"715",0,1,0,0,0
"716",0,1,0,0,0
"717",0,1,0,0,0
"718",0,1,0,0,0
"719",0,1,0,0,0
"720",0,1,0,0,0
"721",0,1,0,0,0
"722",0,1,0,0,0
"723",0,1,0,0,0
"724",0,1,0,0,0
"725",0,1,0,0,0
"726",0,1,0,0,0
"727",0,1,0,0,0
"728",0,1,0,0,0
"729",0,1,0,0,0
"730",0,1,0,0,0
"731",0,1,0,0,0
"732",0,1,0,0,0
"733",0,1,0,0,0
"734",0,1,0,0,0
"735",0,1,0,0,0
"736",0,1,0,0,0
"737",0,1,0,0,0
"738",0,1,0,0,0
"739",0,1,0,0,0
"740",0,1,0,0,0
"741",0,1,0,0,0
"742",0,1,0,0,0
"743",0,1,0,0,0
"744",0,1,0,0,0
"745",0,1,0,0,0
"746",0,1,0,0,0
"747",0,1,0,0,0
"748",0,1,0,0,0
"749",0,1,0,0,0
"750",0,1,0,0,0
"751",0,1,0,0,0
"752",0,1,0,0,0
"753",0,1,0,0,0
"754",0,1,0,0,0
"755",0,1,0,0,0
"756",0,1,0,0,0
"757",0,1,0,0,0
"758",0,1,0,0,0
"759",0,1,0,0,0
"760",0,1,0,0,0
"761",0,1,0,0,0
"762",0,1,0,0,0
"763",0,1,0,0,0
"764",0,1,0,0,0
"765",0,1,0,0,0
"766",0,1,0,0,0
"767",0,1,0,0,0
"768",0,1,0,0,0
"769",0,1,0,0,0
"770",0,1,0,0,0
"771",0,1,0,0,0
"772",0,1,0,0,0
"773",0,1,0,0,0
"774",0,1,0,0,0
"775",0,1,0,0,0
"776",0,1,0,0,0
"777",0,1,0,0,0
"778",0,1,0,0,0
"779",0,1,0,0,0
"780",0,1,0,0,0
"781",0,1,0,0,0
"782",0,1,0,0,0
"783",0,1,0,0,0
"784",0,1,0,0,0
"785",0,1,0,0,0
"786",0,1,0,0,0
"787",0,1,0,0,0
"788",0,1,0,0,0
"789",0,1,0,0,0
"790",0,1,0,0,0
"791",0,1,0,0,0
"792",0,1,0,0,0
"793",0,1,0,0,0
"794",0,1,0,0,0
"795",0,1,0,0,0
"796",0,1,0,0,0
"797",0,1,0,0,0
"798",0,1,0,0,0
"799",0,1,0,0,0
"800",0,1,0,0,0
"801",0,1,0,0,0
"802",0,1,0,0,0
"803",0,1,0,0,0
"804",0,1,0,0,0
"805",0,1,0,0,0
"806",0,1,0,0,0
"807",0,1,0,0,0
"808",0,1,0,0,0
"809",0,1,0,0,0
"810",0,1,0,0,0
"811",0,1,0,0,0
"812",0,1,0,0,0
"813",0,1,0,0,0
"814",0,1,0,0,0
"815",0,1,0,0,0
"816",0,1,0,0,0
"817",0,1,0,0,0
"818",0,1,0,0,0
"819",0,1,0,0,0
"820",0,1,0,0,0
"821",0,1,0,0,0
"822",0,1,0,0,0
"823",0,1,0,0,0
"824",0,1,0,0,0
"825",0,1,0,0,0
"826",0,1,0,0,0
"827",0,1,0,0,0
"828",0,1,0,0,0
"829",0,1,0,0,0
"830",0,1,0,0,0
"831",0,1,0,0,0
"832",0,1,0,0,0
"833",0,1,0,0,0
"834",0,1,0,0,0
"835",0,1,0,0,0
"836",0,1,0,0,0
"837",0,1,0,0,0
"838",0,1,0,0,0
"839",0,1,0,0,0
"840",0,1,0,0,0
"841",0,1,0,0,0
"842",0,1,0,0,0
"843",0,1,0,0,0
"844",0,1,0,0,0
"845",0,1,0,0,0
"846",0,1,0,0,0
"847",0,1,0,0,0
"848",0,1,0,0,0
"849",0,1,0,0,0
"850",0,1,0,0,0
"851",0,1,0,0,0
"852",0,1,0,0,0
"853",0,1,0,0,0
"854",0,1,0,0,0
"855",0,1,0,0,0
"856",0,1,0,0,0
"857",0,1,0,0,0
"858",0,1,0,0,0
"859",0,1,0,0,0
"860",0,1,0,0,0
"861",0,1,0,0,0
"862",0,1,0,0,0
"863",0,1,0,0,0
"864",0,1,0,0,0
"865",0,1,0,0,0
"866",0,1,0,0,0
"867",0,1,0,0,0
"868",0,1,0,0,0
"869",0,1,0,0,0
"870",0,1,0,0,0
"871",0,1,0,0,0
"872",0,1,0,0,0
"873",0,1,0,0,0
"874",0,1,0,0,0
"875",0,1,0,0,0
"876",0,1,0,0,0
"877",0,1,0,0,0
"878",0,1,0,0,0
"879",0,1,0,0,0
"880",0,1,0,0,0
"881",0,1,0,0,0
"882",0,1,0,0,0
"883",0,1,0,0,0
"884",0,1,0,0,0
"885",0,1,0,0,0
"886",0,1,0,0,0
"887",0,1,0,0,0
"888",0,1,0,0,0
"889",0,1,0,0,0
"890",0,1,0,0,0
"891",0,1,0,0,0
"892",0,1,0,0,0
"893",0,1,0,0,0
"894",0,1,0,0,0
"895",0,1,0,0,0
"896",0,1,0,0,0
"897",0,1,0,0,0
"898",0,1,0,0,0
"899",0,1,0,0,0
"900",0,1,0,0,0
"901",0,1,0,0,0
"902",0,1,0,0,0
"903",0,1,0,0,0
"904",0,1,0,0,0
"905",0,1,0,0,0
"906",0,1,0,0,0
"907",0,1,0,0,0
"908",0,1,0,0,0
"909",0,1,0,0,0
"910",0,1,0,0,0
"911",0,1,0,0,0
"912",0,1,0,0,0
"913",0,1,0,0,0
"914",0,1,0,0,0
"915",0,1,0,0,0
"916",0,1,0,0,0
"917",0,1,0,0,0
"918",0,1,0,0,0
"919",0,1,0,0,0
"920",0,1,0,0,0
"921",0,1,0,0,0
"922",0,1,0,0,0
"923",0,1,0,0,0
"924",0,1,0,0,0
"925",0,1,0,0,0
"926",0,1,0,0,0
"927",0,1,0,0,0
"928",0,1,0,0,0
"929",0,1,0,0,0
"930",0,1,0,0,0
"931",0,1,0,0,0
"932",0,1,0,0,0
"933",0,1,0,0,0
"934",0,1,0,0,0
"935",0,1,0,0,0
"936",0,1,0,0,0
"937",0,1,0,0,0
"938",0,1,0,0,0
"939",0,1,0,0,0
"940",0,1,0,0,0
"941",0,1,0,0,0
"942",0,1,0,0,0
"943",0,1,0,0,0
"944",0,1,0,0,0
"945",0,1,0,0,0
"946",0,1,0,0,0
"947",0,1,0,0,0
"948",0,1,0,0,0
"949",0,1,0,0,0
"950",0,1,0,0,0
"951",0,1,0,0,0
"952",0,1,0,0,0
"953",0,1,0,0,0
"954",0,1,0,0,0
"955",0,1,0,0,0
"956",0,1,0,0,0
"957",0,1,0,0,0
"958",0,1,0,0,0
"959",0,1,0,0,0
"960",0,1,0,0,0
"961",0,1,0,0,0
"962",0,1,0,0,0
"963",0,1,0,0,0
"964",0,1,0,0,0
"965",0,1,0,0,0
"966",0,1,0,0,0
"967",0,1,0,0,0
"968",0,1,0,0,0
"969",0,1,0,0,0
"970",0,1,0,0,0
"971",0,1,0,0,0
"972",0,1,0,0,0
"973",0,1,0,0,0
"974",0,1,0,0,0
"975",0,1,0,0,0
"976",0,1,0,0,0
"977",0,1,0,0,0
"978",0,1,0,0,0
"979",0,1,0,0,0
"980",0,1,0,0,0
"981",0,1,0,0,0
"982",0,1,0,0,0
"983",0,1,0,0,0
"984",0,1,0,0,0
"985",0,1,0,0,0
"986",0,1,0,0,0
"987",0,1,0,0,0
"988",0,1,0,0,0
"989",0,1,0,0,0
"990",0,1,0,0,0
"991",0,1,0,0,0
"992",0,1,0,0,0
"993",0,1,0,0,0
"994",0,1,0,0,0
"995",0,1,0,0,0
"996",0,1,0,0,0
"997",0,1,0,0,0
"998",0,1,0,0,0
"999",0,1,0,0,0
"1000",0,1,0,0,0
"1001",0,0,1,0,0
"1002",0,0,1,0,0
"1003",0,0,1,0,0
"1004",0,0,1,0,0
"1005",0,0,1,0,0
"1006",0,0,1,0,0
"1007",0,0,1,0,0
"1008",0,0,1,0,0
"1009",0,0,1,0,0
"1010",0,0,1,0,0
"1011",0,0,1,0,0
"1012",0,0,1,0,0
"1013",0,0,1,0,0
"1014",0,0,1,0,0
"1015",0,0,1,0,0
"1016",0,0,1,0,0
"1017",0,0,1,0,0
"1018",0,0,1,0,0
"1019",0,0,1,0,0
"1020",0,0,1,0,0
"1021",0,0,1,0,0
"1022",0,0,1,0,0
"1023",0,0,1,0,0
"1024",0,0,1,0,0
"1025",0,0,1,0,0
"1026",0,0,1,0,0
"1027",0,0,1,0,0
"1028",0,0,1,0,0
"1029",0,0,1,0,0
"1030",0,0,1,0,0
"1031",0,0,1,0,0
"1032",0,0,1,0,0
"1033",0,0,1,0,0
"1034",0,0,1,0,0
"1035",0,0,1,0,0
"1036",0,0,1,0,0
"1037",0,0,1,0,0
"1038",0,0,1,0,0
"1039",0,0,1,0,0
"1040",0,0,1,0,0
"1041",0,0,1,0,0
"1042",0,0,1,0,0
"1043",0,0,1,0,0
"1044",0,0,1,0,0
"1045",0,0,1,0,0
"1046",0,0,1,0,0
"1047",0,0,1,0,0
"1048",0,0,1,0,0
"1049",0,0,1,0,0
"1050",0,0,1,0,0
"1051",0,0,1,0,0
"1052",0,0,1,0,0
"1053",0,0,1,0,0
"1054",0,0,1,0,0
"1055",0,0,1,0,0
"1056",0,0,1,0,0
"1057",0,0,1,0,0
"1058",0,0,1,0,0
"1059",0,0,1,0,0
"1060",0,0,1,0,0
"1061",0,0,1,0,0
"1062",0,0,1,0,0
"1063",0,0,1,0,0
"1064",0,0,1,0,0
"1065",0,0,1,0,0
"1066",0,0,1,0,0
"1067",0,0,1,0,0
